id,time,lat,lon,depth,mag,event-type
us10005hjm,2016-05-15T12:04:54.310,52.5113,-167.9395,10.0,5.4,earthquake
us10005hmu,2016-05-16T00:41:53.270,-22.5170,172.9882,10.0,5.8,earthquake
us10005hn2,2016-05-16T01:45:59.740,28.6516,34.6194,10.0,5,earthquake
us10005hp6,2016-05-16T06:39:05.010,8.5209,-103.1100,10.0,5.5,earthquake
us10005hqn,2016-05-16T11:24:07.360,-17.2304,175.9066,17.3,5.3,earthquake
us10005hqy,2016-05-16T12:23:02.500,36.0230,139.8060,44.5,5.4,earthquake
us10005hv9,2016-05-17T01:47:47.850,24.3271,141.7649,74.7,5.3,earthquake
us10005hvw,2016-05-17T04:56:00.590,-5.2288,151.8567,63.4,5.1,earthquake
us10005i2t,2016-05-17T21:08:56.260,-10.0709,107.5385,10.0,5.2,earthquake
us10005i5t,2016-05-18T07:57:02.650,0.4261,-79.7899,16.0,6.7,earthquake
us10005i77,2016-05-18T14:49:02.940,-24.3941,-66.9305,148.4,5.2,earthquake
us10005i8e,2016-05-18T15:07:47.470,-32.8044,-109.1857,10.0,5.3,earthquake
us10005i9n,2016-05-18T16:46:43.860,0.4947,-79.6160,29.9,6.9,earthquake
us10005ili,2016-05-19T20:25:42.140,-27.9805,-66.4687,156.6,5.1,earthquake
us10005ir2,2016-05-20T07:01:05.700,43.8407,-128.3680,10.0,5,earthquake
us10005iyk,2016-05-20T18:14:04.670,-25.5655,129.8841,10.0,6,earthquake
us10005j3l,2016-05-21T06:06:42.150,30.9561,140.0808,124.5,5.5,earthquake
us10005j6b,2016-05-22T01:48:48.130,28.4538,87.5326,9.4,5.4,earthquake
us10005j6d,2016-05-22T02:05:54.680,28.5654,87.4796,4.4,5.1,earthquake
us10005j7v,2016-05-22T11:47:09.110,-30.6111,-71.6884,25.8,5.1,earthquake
us10005j84,2016-05-22T12:20:42.780,-22.3467,-64.2278,9.5,5.3,earthquake
us10005j8b,2016-05-22T14:51:22.780,13.7168,-90.4397,76.6,5,earthquake
us10005j9s,2016-05-23T03:43:12.910,-22.0311,-67.3269,174.6,5,earthquake
us10005jdq,2016-05-23T19:20:39.540,16.7065,-93.8984,124.0,5.4,earthquake
us20005xrv,2016-05-25T08:36:13.730,34.9521,26.2106,10.0,5.3,earthquake
us20005xzn,2016-05-26T01:02:36.520,11.4976,-85.7235,196.7,5.2,earthquake
us20005y32,2016-05-26T10:53:57.410,-8.3052,128.5116,10.0,5,earthquake
us20005y38,2016-05-26T13:09:55.660,-33.7081,-178.4635,10.0,5.2,earthquake
us20005yd1,2016-05-27T03:44:29.470,26.9924,130.1374,10.0,5.9,earthquake
us20005ydi,2016-05-27T03:46:51.150,27.6887,128.5829,10.0,5.5,earthquake
us20005yd7,2016-05-27T04:08:43.950,-20.8101,-178.6481,567.5,6.4,earthquake
us20005yf7,2016-05-27T05:31:22.350,-17.2287,167.6273,4.9,5,earthquake
us20005ygb,2016-05-27T10:00:48.350,-8.4546,-74.9983,131.6,5,earthquake
us20005yim,2016-05-27T15:03:42.700,-4.8993,152.5360,45.7,5.2,earthquake
us20005yqi,2016-05-28T04:43:30.890,7.3926,-35.9291,10.0,5.2,earthquake
us20005yqp,2016-05-28T05:38:50.540,-21.9731,-178.1987,405.6,6.9,earthquake
us20005ysu,2016-05-28T09:46:59.780,-56.2409,-26.9353,78.0,7.2,earthquake
us20005yxt,2016-05-28T23:54:53.380,36.4313,3.5166,11.4,5.4,earthquake
us20005yzt,2016-05-29T05:58:38.890,10.6119,-40.9912,10.0,5,earthquake
us20005z20,2016-05-29T18:20:18.870,-7.2692,128.9297,154.3,5.1,earthquake
us20005z5g,2016-05-30T07:14:18.620,-30.2681,-177.9802,47.0,5.7,earthquake
us20005z5m,2016-05-30T07:35:57.760,-49.3020,-7.9623,10.0,5.3,earthquake
us20005z67,2016-05-30T09:47:47.040,24.4369,126.4486,10.0,5.2,earthquake
us20005z6d,2016-05-30T10:55:17.100,-30.3203,-177.9316,29.9,5.3,earthquake
us20005z9v,2016-05-30T22:27:32.280,-3.8992,129.3992,10.0,5.1,earthquake
us20005zay,2016-05-31T05:23:47.310,25.5615,122.5458,246.4,6.4,earthquake
us20005zc8,2016-05-31T10:04:00.530,47.5484,154.3641,18.4,5.9,earthquake
us20005zfx,2016-05-31T20:51:22.150,55.3979,-158.5143,37.5,5.7,earthquake
us20005zjp,2016-06-01T08:30:21.330,17.9129,-105.7719,10.0,5.4,earthquake
us20005zm3,2016-06-01T15:24:58.350,-5.2354,151.7797,56.4,5.1,earthquake
us20005zmf,2016-06-01T15:37:23.280,-30.2228,-177.9545,43.9,5.5,earthquake
us20005zt1,2016-06-01T22:56:00.800,-2.0967,100.6654,50.0,6.6,earthquake
us20005zv0,2016-06-02T02:23:05.910,18.0217,-105.8338,10.0,5.8,earthquake
us200061nz,2016-06-03T13:40:12.150,-49.2499,148.4860,10.0,5.2,earthquake
us200061ue,2016-06-03T18:23:10.820,54.1558,169.3511,15.4,5.3,earthquake
us2000620t,2016-06-04T09:18:39.110,-15.5522,-173.0926,24.8,5.4,earthquake
us20006211,2016-06-04T10:44:08.890,0.4260,126.3298,10.0,5.4,earthquake
us2000623b,2016-06-04T21:59:16.510,-18.2531,168.2801,43.8,5.2,earthquake
us2000624v,2016-06-05T04:07:05.560,-15.9573,-74.1037,37.3,5.1,earthquake
us20006257,2016-06-05T05:51:11.550,-29.3424,-71.8594,28.0,5.8,earthquake
us20006263,2016-06-05T10:38:28.490,-2.9843,125.3390,13.6,5,earthquake
us2000626c,2016-06-05T15:05:33.750,-19.4083,-69.0325,97.2,5.1,earthquake
us2000626m,2016-06-05T16:25:33.540,-4.5870,125.6264,429.6,6.3,earthquake
us2000628g,2016-06-05T21:20:30.200,8.5012,-82.9384,24.1,5,earthquake
us2000628j,2016-06-05T21:42:36.130,-9.4659,-109.8836,10.0,5,earthquake
us2000628p,2016-06-05T22:33:49.370,-17.6471,-172.6317,10.0,5.6,earthquake
us2000629f,2016-06-06T02:35:32.390,-30.0235,-177.8359,43.8,6.1,earthquake
us200062bu,2016-06-06T13:16:02.220,-30.0433,-71.4636,28.3,5.5,earthquake
us200062by,2016-06-06T13:21:59.190,-30.0690,-71.5238,29.5,5.4,earthquake
us200062fz,2016-06-07T02:55:23.920,-45.1528,166.8282,39.6,5.5,earthquake
us200062gn,2016-06-07T05:16:38.270,43.8495,148.0336,12.8,5.1,earthquake
us200062h6,2016-06-07T07:02:52.860,-23.6434,-179.8827,519.9,5.4,earthquake
us200062i1,2016-06-07T10:51:37.710,18.3629,-105.1741,10.0,6.3,earthquake
us200062i7,2016-06-07T10:58:00.050,18.5036,-105.2031,10.0,5.5,earthquake
us200062l9,2016-06-07T19:15:15.330,1.2789,126.3712,31.0,6.3,earthquake
us200062qw,2016-06-08T08:31:39.620,-4.1048,-104.5601,10.0,5.9,earthquake
us200062rb,2016-06-08T10:38:27.510,13.5196,-90.8786,35.0,5.2,earthquake
us200062ri,2016-06-08T10:51:16.230,-29.1579,74.9776,10.0,5,earthquake
us200062ru,2016-06-08T12:24:41.580,-42.6885,-16.0815,10.0,5.3,earthquake
us200062zs,2016-06-09T04:13:08.130,-11.2487,116.2669,19.0,6.1,earthquake
us2000638s,2016-06-09T19:54:34.440,16.5742,121.0986,8.0,5.4,earthquake
us200063bl,2016-06-10T00:45:51.920,11.3686,140.9507,35.0,5,earthquake
us200063cy,2016-06-10T03:25:22.870,12.8261,-86.9739,10.0,6.1,earthquake
us200063d2,2016-06-10T03:28:06.870,12.8260,-86.9033,10.0,5.1,earthquake
us200063dk,2016-06-10T04:17:44.840,-8.6757,160.5590,30.4,6.2,earthquake
ci37374687,2016-06-10T08:04:38.700,33.4315,-116.4427,12.3,5.17,earthquake
us200063gd,2016-06-10T09:26:53.090,-7.4573,-13.5800,10.0,5.5,earthquake
us200063gu,2016-06-10T10:52:36.750,-16.8930,-173.5147,42.5,5.2,earthquake
us200063he,2016-06-10T12:07:02.800,38.3958,144.5280,25.1,5.3,earthquake
us200063m8,2016-06-10T18:29:50.780,-16.4825,-177.2142,10.0,5.8,earthquake
us200063mg,2016-06-10T18:52:08.430,16.5393,120.9972,35.9,5.1,earthquake
us200063vx,2016-06-11T22:54:22.410,35.9783,139.9693,34.7,5,earthquake
us200063yt,2016-06-12T17:11:36.930,43.8897,147.9282,21.8,5.3,earthquake
us2000640t,2016-06-13T00:59:39.890,-4.4284,-104.8111,10.0,5.7,earthquake
us2000641d,2016-06-13T04:21:43.530,27.0113,130.2000,10.0,5.6,earthquake
us2000641i,2016-06-13T04:27:04.000,26.9257,130.2544,10.0,5.3,earthquake
us2000644p,2016-06-13T17:41:00.940,-50.9060,139.4400,10.0,5,earthquake
us20006488,2016-06-14T03:45:30.030,12.8627,-86.9689,9.5,5,earthquake
us200064bb,2016-06-14T13:49:22.620,-18.7626,168.8291,111.0,6.2,earthquake
us200064bj,2016-06-14T15:01:56.850,26.9601,130.1941,5.4,5.6,earthquake
us200064cs,2016-06-14T17:13:27.520,51.6279,-177.0529,54.2,5.1,earthquake
us200064fb,2016-06-14T22:09:25.530,-4.6130,137.9523,10.0,5.2,earthquake
us200064fn,2016-06-14T22:42:17.410,-20.6284,-11.5756,10.0,5,earthquake
us200064hq,2016-06-15T06:58:26.840,-62.3990,166.5035,8.2,5.6,earthquake
us200064ip,2016-06-15T13:31:15.980,-13.4296,167.2167,203.6,5.4,earthquake
us200064ir,2016-06-15T13:46:55.830,14.1525,-91.6219,66.5,5.4,earthquake
us200064pf,2016-06-16T00:48:03.690,-20.7811,-178.6089,560.8,5.1,earthquake
us200064qf,2016-06-16T05:21:29.120,41.9845,140.9347,13.4,5.2,earthquake
us200064r7,2016-06-16T10:31:19.340,-20.6102,168.7410,18.1,5.2,earthquake
us200064rn,2016-06-16T13:46:24.210,-20.5794,168.9287,10.0,5.2,earthquake
us200064xe,2016-06-16T21:42:01.770,28.3188,130.4163,30.2,5.1,earthquake
us2000650t,2016-06-17T08:39:41.430,-7.4889,128.3312,135.8,5.1,earthquake
us20006567,2016-06-17T21:26:17.420,-11.5998,166.3412,43.2,5.7,earthquake
us2000656w,2016-06-18T01:12:49.670,53.5640,-163.4906,10.0,5,earthquake
us2000659j,2016-06-18T17:29:44.860,-24.2117,-67.0875,167.2,5.5,earthquake
us200065al,2016-06-18T20:38:04.810,-20.4021,168.6999,10.0,5.1,earthquake
us200065ap,2016-06-18T21:15:51.540,-3.3293,101.2686,39.8,5.4,earthquake
us200065bg,2016-06-19T01:16:11.240,-31.9009,57.2000,10.0,5.3,earthquake
us200065c7,2016-06-19T05:00:11.660,1.0081,126.1584,26.0,5.2,earthquake
us200065d1,2016-06-19T09:47:23.600,-20.2802,169.0752,13.0,6.3,earthquake
us200065m0,2016-06-19T10:04:27.160,-20.2610,168.5779,10.0,5.1,earthquake
us200065de,2016-06-19T10:31:51.890,-20.4314,168.5735,10.0,5,earthquake
us200065ep,2016-06-19T18:20:50.280,20.1712,121.3732,15.0,5.6,earthquake
us200065f4,2016-06-19T23:13:44.580,-5.6474,-11.5699,10.0,5.4,earthquake
us200065g0,2016-06-20T03:50:55.240,-20.2072,168.7595,15.0,6,earthquake
us200065hm,2016-06-20T12:49:35.540,-20.6316,168.6537,10.0,5.2,earthquake
us200065i3,2016-06-20T13:41:52.840,-15.9625,167.5500,60.9,5,earthquake
us200065n7,2016-06-21T04:53:17.960,-6.3098,130.3333,139.6,5.2,earthquake
us200065ne,2016-06-21T07:51:44.070,-31.7444,179.2217,487.5,5.2,earthquake
us200065q4,2016-06-21T11:40:40.260,-23.4166,179.0773,565.0,5.3,earthquake
us200065qj,2016-06-21T14:10:24.030,-2.1581,99.4420,28.5,5.3,earthquake
us200065s1,2016-06-21T16:26:34.400,22.6614,-45.1327,10.0,6.1,earthquake
us200065sc,2016-06-21T17:12:08.430,-3.4620,151.8538,365.3,6.3,earthquake
us200065tt,2016-06-21T18:47:36.360,-43.7899,-16.1710,10.0,5.2,earthquake
us200065wl,2016-06-22T02:42:06.310,0.9840,97.4066,36.2,5.1,earthquake
us200065xy,2016-06-22T10:59:59.390,0.5010,127.0392,88.3,5.2,earthquake
us2000662k,2016-06-22T20:10:14.520,-55.5441,-26.8748,20.0,5.2,earthquake
us2000663s,2016-06-22T21:43:36.050,-17.9084,167.3330,10.0,5.1,earthquake
us2000665g,2016-06-23T03:05:39.960,-60.6687,-42.9516,10.0,5.5,earthquake
us2000666u,2016-06-23T07:44:37.010,-27.8795,-176.9757,54.2,5.2,earthquake
us2000668i,2016-06-23T11:35:38.620,36.4344,70.6696,213.1,5.4,earthquake
us2000668z,2016-06-23T14:55:49.980,-30.1353,-177.8805,35.0,5.3,earthquake
us200066bv,2016-06-23T21:05:30.630,23.6893,123.3691,10.0,5.8,earthquake
us200066e7,2016-06-24T03:29:43.840,-55.4430,-128.0805,10.0,5,earthquake
us200066n4,2016-06-24T21:29:16.870,-25.7406,-69.1353,99.7,5.5,earthquake
us200066ri,2016-06-25T06:40:29.860,6.5720,126.1079,51.6,5.2,earthquake
us200066t7,2016-06-25T17:54:20.090,53.9044,-35.3724,10.0,5,earthquake
us200066u7,2016-06-25T19:55:59.130,12.1645,143.9418,10.0,5.1,earthquake
us200066w7,2016-06-26T05:19:06.580,12.4574,146.9503,38.3,5.1,earthquake
us200066wj,2016-06-26T07:21:13.130,-56.6263,146.9191,10.0,5,earthquake
us200066x9,2016-06-26T11:17:12.400,39.4871,73.3486,20.0,6.4,earthquake
us10005z5y,2016-06-26T11:25:19.850,39.7142,72.2018,10.0,5,earthquake
us200066yg,2016-06-26T14:18:43.820,12.0720,143.2759,16.4,5.5,earthquake
us2000671z,2016-06-26T22:57:08.400,37.0470,142.1471,19.2,5.5,earthquake
us2000674q,2016-06-27T06:25:38.590,39.4908,73.3494,10.0,5.1,earthquake
us2000676p,2016-06-27T12:51:13.180,-31.7806,-71.4198,45.7,5,earthquake
us200067ad,2016-06-27T19:28:50.260,39.4449,73.5394,10.0,5.3,earthquake
us200067az,2016-06-27T20:50:34.880,16.5675,-97.8382,19.0,5.7,earthquake
us200067ej,2016-06-28T03:32:50.060,-5.9412,105.3268,46.7,5.2,earthquake
us200067gb,2016-06-28T09:32:31.150,55.2101,159.4575,10.0,5.3,earthquake
us200067hm,2016-06-28T13:55:51.130,-4.2101,133.7670,10.0,5.1,earthquake
us200067p3,2016-06-28T21:38:04.430,39.4739,73.3342,13.7,5.5,earthquake
us200067r2,2016-06-28T22:46:46.600,-14.6436,166.4585,9.0,5.8,earthquake
us200067va,2016-06-29T08:08:14.710,39.4505,73.3691,10.0,5.1,earthquake
us200067vg,2016-06-29T08:37:22.280,56.3482,-161.7770,189.4,5.3,earthquake
us200067xa,2016-06-29T09:58:57.330,-12.9020,-14.6909,10.0,5.1,earthquake
us200067xj,2016-06-29T11:07:08.450,-19.8458,-11.9840,10.0,5.2,earthquake
us200067xt,2016-06-29T11:17:37.650,-19.8586,-11.8531,10.0,5.1,earthquake
us200067zz,2016-06-29T17:19:17.750,50.4338,-175.7209,10.0,5.1,earthquake
us2000680g,2016-06-29T18:12:45.280,39.8826,143.8174,10.0,5,earthquake
us10005yp3,2016-06-30T11:30:34.870,-16.0928,167.4211,39.6,5.8,earthquake
us10005yp8,2016-06-30T11:43:11.550,0.5050,123.5726,256.9,5.2,earthquake
us10005ypj,2016-06-30T12:20:19.470,-29.1198,61.1158,10.0,5.1,earthquake
us10005z7c,2016-07-01T14:58:54.900,38.9054,70.5425,10.0,5,earthquake
us10005zdc,2016-07-02T01:47:49.240,43.3043,146.9184,48.0,5,earthquake
us10005zes,2016-07-02T05:35:49.060,-20.5751,169.7990,125.7,5.3,earthquake
us10005zjd,2016-07-03T01:58:32.410,10.6749,-85.1550,10.0,5.3,earthquake
us10005zjh,2016-07-03T02:16:13.730,10.5711,-85.0185,10.0,5.1,earthquake
us10005zmh,2016-07-03T16:13:33.160,51.6157,-178.5267,28.8,5.3,earthquake
us10005zsp,2016-07-04T09:25:41.800,-10.6376,164.9739,66.8,5.6,earthquake
us10005zve,2016-07-04T17:38:46.490,-30.0673,-177.8653,39.4,5.2,earthquake
us10005zvt,2016-07-04T18:40:44.270,52.5649,172.7571,35.0,5.3,earthquake
us10005zyk,2016-07-05T02:29:03.530,-20.1948,-70.9115,11.2,5,earthquake
us10006041,2016-07-05T15:22:17.940,21.8613,145.3276,36.2,5.2,earthquake
us1000605l,2016-07-05T19:06:45.000,-32.9270,-177.8664,10.0,5.2,earthquake
us10006153,2016-07-06T01:01:57.690,-56.7699,-142.0784,10.0,5.8,earthquake
us100061af,2016-07-06T13:13:58.400,-18.6197,-173.7507,10.0,5.2,earthquake
us100061gt,2016-07-06T23:58:25.840,27.6922,56.3648,10.0,5,earthquake
us100061i6,2016-07-07T04:16:29.940,-6.0836,148.6563,80.3,5.2,earthquake
us100061jt,2016-07-07T09:55:58.320,-7.9280,126.7776,45.6,5.2,earthquake
us100061jy,2016-07-07T10:12:09.100,-7.8950,126.7583,44.3,5.6,earthquake
us100061t8,2016-07-08T03:11:28.400,-61.0055,-37.3699,10.0,5.1,earthquake
us100061ta,2016-07-08T03:19:58.470,-55.3114,-128.0678,10.0,5.1,earthquake
us100061tj,2016-07-08T04:28:47.580,-0.4094,-80.7855,36.9,5.3,earthquake
us100061v2,2016-07-08T09:40:51.560,-32.5405,122.3456,10.0,5.2,earthquake
us100061yi,2016-07-08T16:48:41.770,-54.3715,140.5980,10.0,5.4,earthquake
us1000622e,2016-07-08T23:16:44.520,8.6545,125.8475,10.0,5.2,earthquake
us100062b1,2016-07-10T02:32:42.290,-35.8443,-103.2880,10.0,5,earthquake
us100062ch,2016-07-10T09:31:57.370,0.0516,100.1162,13.1,5.1,earthquake
us100062dw,2016-07-10T13:41:53.660,-15.0231,-172.8552,10.0,6,earthquake
us100062ea,2016-07-10T13:44:41.010,-15.0745,-173.2139,10.0,5.8,earthquake
us100062et,2016-07-10T16:32:49.930,-14.6160,167.3899,166.8,5,earthquake
us20006eql,2016-07-10T23:59:46.800,-62.6274,-161.9808,14.9,5.4,earthquake
us100062hd,2016-07-11T02:01:10.090,0.5661,-79.6431,17.4,5.8,earthquake
us100062hg,2016-07-11T02:11:04.460,0.5540,-79.6630,19.2,6.3,earthquake
us100062i0,2016-07-11T05:10:46.230,26.8945,130.2810,35.0,5,earthquake
us100062id,2016-07-11T06:22:00.830,33.3708,139.3406,10.0,5.1,earthquake
us100062pp,2016-07-11T20:28:42.570,-4.5042,102.3129,71.2,5.2,earthquake
us100062ue,2016-07-12T06:41:54.490,-31.8906,57.2387,10.0,5.5,earthquake
us100062vf,2016-07-12T08:48:47.320,-6.4275,147.5238,76.6,5.5,earthquake
us1000635j,2016-07-13T00:58:44.500,11.3153,140.0175,35.0,5,earthquake
us10006361,2016-07-13T03:01:15.460,-5.4875,35.9531,10.0,5.1,earthquake
us1000638j,2016-07-13T11:56:58.730,-28.2216,-176.3197,17.2,5.7,earthquake
us1000638m,2016-07-13T12:11:13.150,-28.0327,-176.3861,12.4,6.3,earthquake
us1000638n,2016-07-13T12:18:33.690,-28.1450,-176.5502,10.0,5.7,earthquake
us1000638z,2016-07-13T12:58:01.790,-28.2134,-175.3193,10.0,5.1,earthquake
us10006391,2016-07-13T13:04:25.560,-27.9465,-176.5049,10.0,5.7,earthquake
us10006398,2016-07-13T13:16:40.620,-28.1129,-176.5009,10.0,5,earthquake
us1000639f,2016-07-13T13:32:06.850,-28.0091,-176.6148,10.0,5,earthquake
us20006ehi,2016-07-14T02:17:26.170,33.4256,139.3542,10.0,5,earthquake
us20006ehq,2016-07-14T02:24:07.200,-27.9203,-176.4680,38.4,5,earthquake
us20006eiv,2016-07-14T06:34:47.730,52.7690,160.7729,16.5,5,earthquake
us20006ejd,2016-07-14T08:36:29.440,41.4399,-29.3565,10.0,5.2,earthquake
us20006eqj,2016-07-14T18:28:04.620,-10.4639,108.0421,10.0,5.4,earthquake
us20006esd,2016-07-14T21:25:17.280,-19.5075,-63.9275,598.6,5.1,earthquake
us20006ewt,2016-07-15T10:16:59.080,-28.1487,-176.4332,35.0,5.4,earthquake
us20006f14,2016-07-15T18:02:49.810,35.1938,-35.2397,19.2,5.1,earthquake
us20006f1l,2016-07-15T18:58:26.160,-23.9532,82.4700,12.1,5.2,earthquake
us20006f61,2016-07-16T08:21:25.270,16.5666,145.8356,133.4,5,earthquake
us20006fa7,2016-07-17T01:31:46.670,30.6799,-41.7820,10.0,5.2,earthquake
us20006fax,2016-07-17T04:24:02.560,36.0283,139.9610,43.6,5,earthquake
us20006fcg,2016-07-17T10:55:43.750,-62.4811,165.8253,10.0,5,earthquake
us20006fd0,2016-07-17T13:08:57.790,-17.6766,-174.2006,120.0,5.5,earthquake
us20006ff8,2016-07-17T23:07:17.610,-14.8575,167.3636,140.8,5.2,earthquake
us20006ffx,2016-07-18T01:35:52.270,-11.1844,-77.7708,71.2,5.2,earthquake
us20006fgp,2016-07-18T05:32:01.990,-7.9805,129.2061,43.6,5,earthquake
us20006fhz,2016-07-18T08:59:42.870,-30.3748,-71.7858,30.0,5.2,earthquake
us20006fik,2016-07-18T10:27:15.980,-31.8184,-177.9543,29.4,5.1,earthquake
us20006fl8,2016-07-18T19:02:16.570,14.6978,-92.3717,71.1,5,earthquake
